char_idx,char,top_left_x,top_left_y,width,height,char_idx_in_line,line_idx,page,word_idx,word_idx_in_line,word
421,o,697.0,567.5,14,33,44,5,page_1,70,4,sort
422,r,711.0,567.5,14,33,45,5,page_1,70,4,sort
423,t,725.0,567.5,14,33,46,5,page_1,70,4,sort
424, ,739.0,567.5,14,33,47,5,page_1,70,4,
425,o,753.0,567.5,14,33,48,5,page_1,71,5,of
426,f,767.0,567.5,14,33,49,5,page_1,71,5,of
427, ,781.0,567.5,14,33,50,5,page_1,71,5,
428,h,795.0,567.5,14,33,51,5,page_1,72,6,house
429,o,809.0,567.5,14,33,52,5,page_1,72,6,house
430,u,823.0,567.5,14,33,53,5,page_1,72,6,house
431,s,837.0,567.5,14,33,54,5,page_1,72,6,house
432,e,851.0,567.5,14,33,55,5,page_1,72,6,house
433, ,865.0,567.5,14,33,56,5,page_1,72,6,
434,t,879.0,567.5,14,33,57,5,page_1,73,7,that
435,h,893.0,567.5,14,33,58,5,page_1,73,7,that
436,a,907.0,567.5,14,33,59,5,page_1,73,7,that
437,t,921.0,567.5,14,33,60,5,page_1,73,7,that
438, ,935.0,567.5,14,33,61,5,page_1,73,7,
439,m,949.0,567.5,14,33,62,5,page_1,74,8,must
440,u,963.0,567.5,14,33,63,5,page_1,74,8,must
441,s,977.0,567.5,14,33,64,5,page_1,74,8,must
442,t,991.0,567.5,14,33,65,5,page_1,74,8,must
443, ,1005.0,567.5,14,33,66,5,page_1,74,8,
444,h,1019.0,567.5,14,33,67,5,page_1,75,9,have
445,a,1033.0,567.5,14,33,68,5,page_1,75,9,have
446,v,1047.0,567.5,14,33,69,5,page_1,75,9,have
447,e,1061.0,567.5,14,33,70,5,page_1,75,9,have
448, ,1075.0,567.5,14,33,71,5,page_1,75,9,
449,c,1089.0,567.5,14,33,72,5,page_1,76,10,"children,"
450,h,1103.0,567.5,14,33,73,5,page_1,76,10,"children,"
451,i,1117.0,567.5,14,33,74,5,page_1,76,10,"children,"
452,l,1131.0,567.5,14,33,75,5,page_1,76,10,"children,"
453,d,1145.0,567.5,14,33,76,5,page_1,76,10,"children,"
454,r,1159.0,567.5,14,33,77,5,page_1,76,10,"children,"
455,e,1173.0,567.5,14,33,78,5,page_1,76,10,"children,"
456,n,1187.0,567.5,14,33,79,5,page_1,76,10,"children,"
457,",",1201.0,567.5,14,33,80,5,page_1,76,10,"children,"
458,m,81.0,663.2,14,33,0,6,page_1,77,0,many
459,a,95.0,663.2,14,33,1,6,page_1,77,0,many
460,n,109.0,663.2,14,33,2,6,page_1,77,0,many
461,y,123.0,663.2,14,33,3,6,page_1,77,0,many
462, ,137.0,663.2,14,33,4,6,page_1,77,0,
463,f,151.0,663.2,14,33,5,6,page_1,78,1,"flowers,"
464,l,165.0,663.2,14,33,6,6,page_1,78,1,"flowers,"
465,o,179.0,663.2,14,33,7,6,page_1,78,1,"flowers,"
466,w,193.0,663.2,14,33,8,6,page_1,78,1,"flowers,"
467,e,207.0,663.2,14,33,9,6,page_1,78,1,"flowers,"
468,r,221.0,663.2,14,33,10,6,page_1,78,1,"flowers,"
469,s,235.0,663.2,14,33,11,6,page_1,78,1,"flowers,"
470,",",249.0,663.2,14,33,12,6,page_1,78,1,"flowers,"
471, ,263.0,663.2,14,33,13,6,page_1,78,1,
472,o,277.0,663.2,14,33,14,6,page_1,79,2,open
473,p,291.0,663.2,14,33,15,6,page_1,79,2,open
474,e,305.0,663.2,14,33,16,6,page_1,79,2,open
475,n,319.0,663.2,14,33,17,6,page_1,79,2,open
476, ,333.0,663.2,14,33,18,6,page_1,79,2,
477,w,347.0,663.2,14,33,19,6,page_1,80,3,"windows,"
478,i,361.0,663.2,14,33,20,6,page_1,80,3,"windows,"
479,n,375.0,663.2,14,33,21,6,page_1,80,3,"windows,"
480,d,389.0,663.2,14,33,22,6,page_1,80,3,"windows,"
481,o,403.0,663.2,14,33,23,6,page_1,80,3,"windows,"
482,w,417.0,663.2,14,33,24,6,page_1,80,3,"windows,"
483,s,431.0,663.2,14,33,25,6,page_1,80,3,"windows,"
484,",",445.0,663.2,14,33,26,6,page_1,80,3,"windows,"
485, ,459.0,663.2,14,33,27,6,page_1,80,3,
486,a,473.0,663.2,14,33,28,6,page_1,81,4,and
487,n,487.0,663.2,14,33,29,6,page_1,81,4,and
488,d,501.0,663.2,14,33,30,6,page_1,81,4,and
489, ,515.0,663.2,14,33,31,6,page_1,81,4,
490,l,529.0,663.2,14,33,32,6,page_1,82,5,little
491,i,543.0,663.2,14,33,33,6,page_1,82,5,little
492,t,557.0,663.2,14,33,34,6,page_1,82,5,little
493,t,571.0,663.2,14,33,35,6,page_1,82,5,little
494,l,585.0,663.2,14,33,36,6,page_1,82,5,little
495,e,599.0,663.2,14,33,37,6,page_1,82,5,little
496, ,613.0,663.2,14,33,38,6,page_1,82,5,
497,v,627.0,663.2,14,33,39,6,page_1,83,6,vistas
498,i,641.0,663.2,14,33,40,6,page_1,83,6,vistas
499,s,655.0,663.2,14,33,41,6,page_1,83,6,vistas
500,t,669.0,663.2,14,33,42,6,page_1,83,6,vistas
501,a,683.0,663.2,14,33,43,6,page_1,83,6,vistas
502,s,697.0,663.2,14,33,44,6,page_1,83,6,vistas
503, ,711.0,663.2,14,33,45,6,page_1,83,6,
504,o,725.0,663.2,14,33,46,6,page_1,84,7,of
505,f,739.0,663.2,14,33,47,6,page_1,84,7,of
506, ,753.0,663.2,14,33,48,6,page_1,84,7,
507,b,767.0,663.2,14,33,49,6,page_1,85,8,bright
508,r,781.0,663.2,14,33,50,6,page_1,85,8,bright
509,i,795.0,663.2,14,33,51,6,page_1,85,8,bright
510,g,809.0,663.2,14,33,52,6,page_1,85,8,bright
511,h,823.0,663.2,14,33,53,6,page_1,85,8,bright
512,t,837.0,663.2,14,33,54,6,page_1,85,8,bright
513, ,851.0,663.2,14,33,55,6,page_1,85,8,
514,t,865.0,663.2,14,33,56,6,page_1,86,9,"things,"
515,h,879.0,663.2,14,33,57,6,page_1,86,9,"things,"
516,i,893.0,663.2,14,33,58,6,page_1,86,9,"things,"
517,n,907.0,663.2,14,33,59,6,page_1,86,9,"things,"
518,g,921.0,663.2,14,33,60,6,page_1,86,9,"things,"
519,s,935.0,663.2,14,33,61,6,page_1,86,9,"things,"
520,",",949.0,663.2,14,33,62,6,page_1,86,9,"things,"
521, ,963.0,663.2,14,33,63,6,page_1,86,9,
522,t,977.0,663.2,14,33,64,6,page_1,87,10,to
523,o,991.0,663.2,14,33,65,6,page_1,87,10,to
524, ,1005.0,663.2,14,33,66,6,page_1,87,10,
525,m,1019.0,663.2,14,33,67,6,page_1,88,11,make
526,a,1033.0,663.2,14,33,68,6,page_1,88,11,make
527,k,1047.0,663.2,14,33,69,6,page_1,88,11,make
528,e,1061.0,663.2,14,33,70,6,page_1,88,11,make
529, ,1075.0,663.2,14,33,71,6,page_1,88,11,
530,i,1089.0,663.2,14,33,72,6,page_1,89,12,it
531,t,1103.0,663.2,14,33,73,6,page_1,89,12,it
532, ,1117.0,663.2,14,33,74,6,page_1,89,12,
533,s,1131.0,663.2,14,33,75,6,page_1,90,13,seem
534,e,1145.0,663.2,14,33,76,6,page_1,90,13,seem
535,e,1159.0,663.2,14,33,77,6,page_1,90,13,seem
536,m,1173.0,663.2,14,33,78,6,page_1,90,13,seem
537, ,1187.0,663.2,14,33,79,6,page_1,90,13,
538,a,1201.0,663.2,14,33,80,6,page_1,91,14,a
539,j,81.0,758.9000000000001,14,33,0,7,page_1,92,0,joyous
540,o,95.0,758.9000000000001,14,33,1,7,page_1,92,0,joyous
541,y,109.0,758.9000000000001,14,33,2,7,page_1,92,0,joyous
542,o,123.0,758.9000000000001,14,33,3,7,page_1,92,0,joyous
543,u,137.0,758.9000000000001,14,33,4,7,page_1,92,0,joyous
544,s,151.0,758.9000000000001,14,33,5,7,page_1,92,0,joyous
545, ,165.0,758.9000000000001,14,33,6,7,page_1,92,0,
546,h,179.0,758.9000000000001,14,33,7,7,page_1,93,1,home.many
547,o,193.0,758.9000000000001,14,33,8,7,page_1,93,1,home.many
548,m,207.0,758.9000000000001,14,33,9,7,page_1,93,1,home.many
549,e,221.0,758.9000000000001,14,33,10,7,page_1,93,1,home.many
550,.,235.0,758.9000000000001,14,33,11,7,page_1,93,1,home.many
551,m,249.0,758.9000000000001,14,33,12,7,page_1,93,1,home.many
552,a,263.0,758.9000000000001,14,33,13,7,page_1,93,1,home.many
553,n,277.0,758.9000000000001,14,33,14,7,page_1,93,1,home.many
554,y,291.0,758.9000000000001,14,33,15,7,page_1,93,1,home.many
555, ,305.0,758.9000000000001,14,33,16,7,page_1,93,1,
556,f,319.0,758.9000000000001,14,33,17,7,page_1,94,2,"flowers,"
557,l,333.0,758.9000000000001,14,33,18,7,page_1,94,2,"flowers,"
558,o,347.0,758.9000000000001,14,33,19,7,page_1,94,2,"flowers,"
559,w,361.0,758.9000000000001,14,33,20,7,page_1,94,2,"flowers,"
560,e,375.0,758.9000000000001,14,33,21,7,page_1,94,2,"flowers,"
561,r,389.0,758.9000000000001,14,33,22,7,page_1,94,2,"flowers,"
562,s,403.0,758.9000000000001,14,33,23,7,page_1,94,2,"flowers,"
563,",",417.0,758.9000000000001,14,33,24,7,page_1,94,2,"flowers,"
564, ,431.0,758.9000000000001,14,33,25,7,page_1,94,2,
565,o,445.0,758.9000000000001,14,33,26,7,page_1,95,3,open
566,p,459.0,758.9000000000001,14,33,27,7,page_1,95,3,open
567,e,473.0,758.9000000000001,14,33,28,7,page_1,95,3,open
568,n,487.0,758.9000000000001,14,33,29,7,page_1,95,3,open
569, ,501.0,758.9000000000001,14,33,30,7,page_1,95,3,
570,w,515.0,758.9000000000001,14,33,31,7,page_1,96,4,"windows,"
571,i,529.0,758.9000000000001,14,33,32,7,page_1,96,4,"windows,"
572,n,543.0,758.9000000000001,14,33,33,7,page_1,96,4,"windows,"
573,d,557.0,758.9000000000001,14,33,34,7,page_1,96,4,"windows,"
574,o,571.0,758.9000000000001,14,33,35,7,page_1,96,4,"windows,"
575,w,585.0,758.9000000000001,14,33,36,7,page_1,96,4,"windows,"
576,s,599.0,758.9000000000001,14,33,37,7,page_1,96,4,"windows,"
577,",",613.0,758.9000000000001,14,33,38,7,page_1,96,4,"windows,"
578, ,627.0,758.9000000000001,14,33,39,7,page_1,96,4,
579,a,641.0,758.9000000000001,14,33,40,7,page_1,97,5,and
580,n,655.0,758.9000000000001,14,33,41,7,page_1,97,5,and
581,d,669.0,758.9000000000001,14,33,42,7,page_1,97,5,and
582, ,683.0,758.9000000000001,14,33,43,7,page_1,97,5,
583,l,697.0,758.9000000000001,14,33,44,7,page_1,98,6,little
584,i,711.0,758.9000000000001,14,33,45,7,page_1,98,6,little
585,t,725.0,758.9000000000001,14,33,46,7,page_1,98,6,little
586,t,739.0,758.9000000000001,14,33,47,7,page_1,98,6,little
587,l,753.0,758.9000000000001,14,33,48,7,page_1,98,6,little
588,e,767.0,758.9000000000001,14,33,49,7,page_1,98,6,little
589, ,781.0,758.9000000000001,14,33,50,7,page_1,98,6,
590,v,795.0,758.9000000000001,14,33,51,7,page_1,99,7,vistas
591,i,809.0,758.9000000000001,14,33,52,7,page_1,99,7,vistas
592,s,823.0,758.9000000000001,14,33,53,7,page_1,99,7,vistas
593,t,837.0,758.9000000000001,14,33,54,7,page_1,99,7,vistas
594,a,851.0,758.9000000000001,14,33,55,7,page_1,99,7,vistas
595,s,865.0,758.9000000000001,14,33,56,7,page_1,99,7,vistas
596, ,879.0,758.9000000000001,14,33,57,7,page_1,99,7,
597,o,893.0,758.9000000000001,14,33,58,7,page_1,100,8,of
598,f,907.0,758.9000000000001,14,33,59,7,page_1,100,8,of
599, ,921.0,758.9000000000001,14,33,60,7,page_1,100,8,
600,b,935.0,758.9000000000001,14,33,61,7,page_1,101,9,bright
601,r,949.0,758.9000000000001,14,33,62,7,page_1,101,9,bright
602,i,963.0,758.9000000000001,14,33,63,7,page_1,101,9,bright
603,g,977.0,758.9000000000001,14,33,64,7,page_1,101,9,bright
604,h,991.0,758.9000000000001,14,33,65,7,page_1,101,9,bright
605,t,1005.0,758.9000000000001,14,33,66,7,page_1,101,9,bright
606, ,1019.0,758.9000000000001,14,33,67,7,page_1,101,9,
607,t,1033.0,758.9000000000001,14,33,68,7,page_1,102,10,"things,"
608,h,1047.0,758.9000000000001,14,33,69,7,page_1,102,10,"things,"
609,i,1061.0,758.9000000000001,14,33,70,7,page_1,102,10,"things,"
610,n,1075.0,758.9000000000001,14,33,71,7,page_1,102,10,"things,"
611,g,1089.0,758.9000000000001,14,33,72,7,page_1,102,10,"things,"
612,s,1103.0,758.9000000000001,14,33,73,7,page_1,102,10,"things,"
613,",",1117.0,758.9000000000001,14,33,74,7,page_1,102,10,"things,"
614, ,1131.0,758.9000000000001,14,33,75,7,page_1,102,10,
615,t,1145.0,758.9000000000001,14,33,76,7,page_1,103,11,to
616,o,1159.0,758.9000000000001,14,33,77,7,page_1,103,11,to
617,m,81.0,854.6000000000001,14,33,0,8,page_1,104,0,make
618,a,95.0,854.6000000000001,14,33,1,8,page_1,104,0,make
619,k,109.0,854.6000000000001,14,33,2,8,page_1,104,0,make
620,e,123.0,854.6000000000001,14,33,3,8,page_1,104,0,make
621, ,137.0,854.6000000000001,14,33,4,8,page_1,104,0,
622,i,151.0,854.6000000000001,14,33,5,8,page_1,105,1,it
623,t,165.0,854.6000000000001,14,33,6,8,page_1,105,1,it
624, ,179.0,854.6000000000001,14,33,7,8,page_1,105,1,
625,s,193.0,854.6000000000001,14,33,8,8,page_1,106,2,seem
626,e,207.0,854.6000000000001,14,33,9,8,page_1,106,2,seem
627,e,221.0,854.6000000000001,14,33,10,8,page_1,106,2,seem
628,m,235.0,854.6000000000001,14,33,11,8,page_1,106,2,seem
629, ,249.0,854.6000000000001,14,33,12,8,page_1,106,2,
630,a,263.0,854.6000000000001,14,33,13,8,page_1,107,3,a
631, ,277.0,854.6000000000001,14,33,14,8,page_1,107,3,
632,j,291.0,854.6000000000001,14,33,15,8,page_1,108,4,joyous
633,o,305.0,854.6000000000001,14,33,16,8,page_1,108,4,joyous
634,y,319.0,854.6000000000001,14,33,17,8,page_1,108,4,joyous
635,o,333.0,854.6000000000001,14,33,18,8,page_1,108,4,joyous
636,u,347.0,854.6000000000001,14,33,19,8,page_1,108,4,joyous
637,s,361.0,854.6000000000001,14,33,20,8,page_1,108,4,joyous
638, ,375.0,854.6000000000001,14,33,21,8,page_1,108,4,
639,h,389.0,854.6000000000001,14,33,22,8,page_1,109,5,home.
640,o,403.0,854.6000000000001,14,33,23,8,page_1,109,5,home.
641,m,417.0,854.6000000000001,14,33,24,8,page_1,109,5,home.
642,e,431.0,854.6000000000001,14,33,25,8,page_1,109,5,home.
643,.,445.0,854.6000000000001,14,33,26,8,page_1,109,5,home.
