char,x,y,width,height,char_idx_in_line,line_idx,page,word
t,700.0,544,13.0,21,46,10,page_3,properties
i,713.0,544,13.0,21,47,10,page_3,properties
e,726.0,544,13.0,21,48,10,page_3,properties
s,739.0,544,13.0,21,49,10,page_3,properties
 ,752.0,544,13.0,21,50,10,page_3,
l,765.0,544,13.0,21,51,10,page_3,like
i,778.0,544,13.0,21,52,10,page_3,like
k,791.0,544,13.0,21,53,10,page_3,like
e,804.0,544,13.0,21,54,10,page_3,like
 ,817.0,544,13.0,21,55,10,page_3,
s,830.0,544,13.0,21,56,10,page_3,saccade
a,843.0,544,13.0,21,57,10,page_3,saccade
c,856.0,544,13.0,21,58,10,page_3,saccade
c,869.0,544,13.0,21,59,10,page_3,saccade
a,882.0,544,13.0,21,60,10,page_3,saccade
d,895.0,544,13.0,21,61,10,page_3,saccade
e,908.0,544,13.0,21,62,10,page_3,saccade
 ,921.0,544,13.0,21,63,10,page_3,
a,934.0,544,13.0,21,64,10,page_3,amplitude
m,947.0,544,13.0,21,65,10,page_3,amplitude
p,960.0,544,13.0,21,66,10,page_3,amplitude
l,973.0,544,13.0,21,67,10,page_3,amplitude
i,986.0,544,13.0,21,68,10,page_3,amplitude
t,999.0,544,13.0,21,69,10,page_3,amplitude
u,1012.0,544,13.0,21,70,10,page_3,amplitude
d,1025.0,544,13.0,21,71,10,page_3,amplitude
e,1038.0,544,13.0,21,72,10,page_3,amplitude
 ,1051.0,544,13.0,21,73,10,page_3,
a,1064.0,544,13.0,21,74,10,page_3,and
n,1077.0,544,13.0,21,75,10,page_3,and
d,1090.0,544,13.0,21,76,10,page_3,and
f,102.0,643,13.0,21,0,12,page_3,fixational
i,115.0,643,13.0,21,1,12,page_3,fixational
x,128.0,643,13.0,21,2,12,page_3,fixational
a,141.0,643,13.0,21,3,12,page_3,fixational
t,154.0,643,13.0,21,4,12,page_3,fixational
i,167.0,643,13.0,21,5,12,page_3,fixational
o,180.0,643,13.0,21,6,12,page_3,fixational
n,193.0,643,13.0,21,7,12,page_3,fixational
a,206.0,643,13.0,21,8,12,page_3,fixational
l,219.0,643,13.0,21,9,12,page_3,fixational
 ,232.0,643,13.0,21,10,12,page_3,
d,245.0,643,13.0,21,11,12,page_3,dispersion
i,258.0,643,13.0,21,12,12,page_3,dispersion
s,271.0,643,13.0,21,13,12,page_3,dispersion
p,284.0,643,13.0,21,14,12,page_3,dispersion
e,297.0,643,13.0,21,15,12,page_3,dispersion
r,310.0,643,13.0,21,16,12,page_3,dispersion
s,323.0,643,13.0,21,17,12,page_3,dispersion
i,336.0,643,13.0,21,18,12,page_3,dispersion
o,349.0,643,13.0,21,19,12,page_3,dispersion
n,362.0,643,13.0,21,20,12,page_3,dispersion
 ,375.0,643,13.0,21,21,12,page_3,
a,388.0,643,13.0,21,22,12,page_3,and
n,401.0,643,13.0,21,23,12,page_3,and
d,414.0,643,13.0,21,24,12,page_3,and
 ,427.0,643,13.0,21,25,12,page_3,
v,440.0,643,13.0,21,26,12,page_3,visualizing
i,453.0,643,13.0,21,27,12,page_3,visualizing
s,466.0,643,13.0,21,28,12,page_3,visualizing
u,479.0,643,13.0,21,29,12,page_3,visualizing
a,492.0,643,13.0,21,30,12,page_3,visualizing
l,505.0,643,13.0,21,31,12,page_3,visualizing
i,518.0,643,13.0,21,32,12,page_3,visualizing
z,531.0,643,13.0,21,33,12,page_3,visualizing
i,544.0,643,13.0,21,34,12,page_3,visualizing
n,557.0,643,13.0,21,35,12,page_3,visualizing
g,570.0,643,13.0,21,36,12,page_3,visualizing
 ,583.0,643,13.0,21,37,12,page_3,
d,596.0,643,13.0,21,38,12,page_3,data
a,609.0,643,13.0,21,39,12,page_3,data
t,622.0,643,13.0,21,40,12,page_3,data
a,635.0,643,13.0,21,41,12,page_3,data
 ,648.0,643,13.0,21,42,12,page_3,
a,661.0,643,13.0,21,43,12,page_3,and
n,674.0,643,13.0,21,44,12,page_3,and
d,687.0,643,13.0,21,45,12,page_3,and
 ,700.0,643,13.0,21,46,12,page_3,
r,713.0,643,13.0,21,47,12,page_3,results
e,726.0,643,13.0,21,48,12,page_3,results
s,739.0,643,13.0,21,49,12,page_3,results
u,752.0,643,13.0,21,50,12,page_3,results
l,765.0,643,13.0,21,51,12,page_3,results
t,778.0,643,13.0,21,52,12,page_3,results
s,791.0,643,13.0,21,53,12,page_3,results
 ,804.0,643,13.0,21,54,12,page_3,
w,817.0,643,13.0,21,55,12,page_3,with
i,830.0,643,13.0,21,56,12,page_3,with
t,843.0,643,13.0,21,57,12,page_3,with
h,856.0,643,13.0,21,58,12,page_3,with
 ,869.0,643,13.0,21,59,12,page_3,
s,882.0,643,13.0,21,60,12,page_3,several
e,895.0,643,13.0,21,61,12,page_3,several
v,908.0,643,13.0,21,62,12,page_3,several
e,921.0,643,13.0,21,63,12,page_3,several
r,934.0,643,13.0,21,64,12,page_3,several
a,947.0,643,13.0,21,65,12,page_3,several
l,960.0,643,13.0,21,66,12,page_3,several
 ,973.0,643,13.0,21,67,12,page_3,
t,986.0,643,13.0,21,68,12,page_3,types
y,999.0,643,13.0,21,69,12,page_3,types
p,1012.0,643,13.0,21,70,12,page_3,types
e,1025.0,643,13.0,21,71,12,page_3,types
s,1038.0,643,13.0,21,72,12,page_3,types
 ,1051.0,643,13.0,21,73,12,page_3,
o,1064.0,643,13.0,21,74,12,page_3,of
f,1077.0,643,13.0,21,75,12,page_3,of
p,102.0,742,13.0,21,0,14,page_3,plotting
l,115.0,742,13.0,21,1,14,page_3,plotting
o,128.0,742,13.0,21,2,14,page_3,plotting
t,141.0,742,13.0,21,3,14,page_3,plotting
t,154.0,742,13.0,21,4,14,page_3,plotting
i,167.0,742,13.0,21,5,14,page_3,plotting
n,180.0,742,13.0,21,6,14,page_3,plotting
g,193.0,742,13.0,21,7,14,page_3,plotting
 ,206.0,742,13.0,21,8,14,page_3,
m,219.0,742,13.0,21,9,14,page_3,methods.
e,232.0,742,13.0,21,10,14,page_3,methods.
t,245.0,742,13.0,21,11,14,page_3,methods.
h,258.0,742,13.0,21,12,14,page_3,methods.
o,271.0,742,13.0,21,13,14,page_3,methods.
d,284.0,742,13.0,21,14,14,page_3,methods.
s,297.0,742,13.0,21,15,14,page_3,methods.
.,310.0,742,13.0,21,16,14,page_3,methods.
