char,x,y,width,height,char_idx_in_line,line_idx,page,word
e,1025.0,644,13.0,21,71,12,page_2,outperforms
r,1038.0,644,13.0,21,72,12,page_2,outperforms
f,1051.0,644,13.0,21,73,12,page_2,outperforms
o,1064.0,644,13.0,21,74,12,page_2,outperforms
r,1077.0,644,13.0,21,75,12,page_2,outperforms
m,1090.0,644,13.0,21,76,12,page_2,outperforms
s,1103.0,644,13.0,21,77,12,page_2,outperforms
s,102.0,743,13.0,17,0,14,page_2,state-of-the-art
t,115.0,743,13.0,17,1,14,page_2,state-of-the-art
a,128.0,743,13.0,17,2,14,page_2,state-of-the-art
t,141.0,743,13.0,17,3,14,page_2,state-of-the-art
e,154.0,743,13.0,17,4,14,page_2,state-of-the-art
-,167.0,743,13.0,17,5,14,page_2,state-of-the-art
o,180.0,743,13.0,17,6,14,page_2,state-of-the-art
f,193.0,743,13.0,17,7,14,page_2,state-of-the-art
-,206.0,743,13.0,17,8,14,page_2,state-of-the-art
t,219.0,743,13.0,17,9,14,page_2,state-of-the-art
h,232.0,743,13.0,17,10,14,page_2,state-of-the-art
e,245.0,743,13.0,17,11,14,page_2,state-of-the-art
-,258.0,743,13.0,17,12,14,page_2,state-of-the-art
a,271.0,743,13.0,17,13,14,page_2,state-of-the-art
r,284.0,743,13.0,17,14,14,page_2,state-of-the-art
t,297.0,743,13.0,17,15,14,page_2,state-of-the-art
 ,310.0,743,13.0,17,16,14,page_2,
m,323.0,743,13.0,17,17,14,page_2,models
o,336.0,743,13.0,17,18,14,page_2,models
d,349.0,743,13.0,17,19,14,page_2,models
e,362.0,743,13.0,17,20,14,page_2,models
l,375.0,743,13.0,17,21,14,page_2,models
s,388.0,743,13.0,17,22,14,page_2,models
 ,401.0,743,13.0,17,23,14,page_2,
i,414.0,743,13.0,17,24,14,page_2,in
n,427.0,743,13.0,17,25,14,page_2,in
 ,440.0,743,13.0,17,26,14,page_2,
v,453.0,743,13.0,17,27,14,page_2,various
a,466.0,743,13.0,17,28,14,page_2,various
r,479.0,743,13.0,17,29,14,page_2,various
i,492.0,743,13.0,17,30,14,page_2,various
o,505.0,743,13.0,17,31,14,page_2,various
u,518.0,743,13.0,17,32,14,page_2,various
s,531.0,743,13.0,17,33,14,page_2,various
 ,544.0,743,13.0,17,34,14,page_2,
t,557.0,743,13.0,17,35,14,page_2,tasks.
a,570.0,743,13.0,17,36,14,page_2,tasks.
s,583.0,743,13.0,17,37,14,page_2,tasks.
k,596.0,743,13.0,17,38,14,page_2,tasks.
s,609.0,743,13.0,17,39,14,page_2,tasks.
.,622.0,743,13.0,17,40,14,page_2,tasks.
